issue_id,issue_type,file,line,observed_form,canonical_term,suggested_replacement,alternatives,default_action,decision,custom_replacement,scope,notes,context
T0056,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,63,core knowledge,,,,keep,pending,,this_occurrence,,"... ns, making it a plausible semantic anchor for grammatical reinforcement. And so, such mechanisms are ancient. \citet{spelke2007} argues\footnote{Or should that be \mention{argue}?} that human infants are equipped with \term{[[core knowledge]]} systems for objects~-- systems that operate from the first months of life. Infants as young as four months perceive objects as cohesive (parts move together), bounded (edges mark identity), and continuous (objects persi ..."
T0057,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,65,Cross-modal integration,,,,keep,pending,,this_occurrence,,"... occlusion). These are the same properties that define the individuation cluster in adult conceptual systems. The mechanisms that maintain individuation aren't learned from scratch; they're built on an early foundation. \term{[[Cross-modal integration]]} reinforces the pattern. Object individuation isn't locked to a single sensory channel. When you set a cup down and see and hear it alighting, you don't perceive thre entities~-- one tactile, one visual, one auditory. Yo ..."
T0058,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,129,processing,,,,keep,pending,,this_occurrence,,"... Make sure this cashes out in Ch~13 or is removed.} \subsection{Multi-timescale maintenance} The bidirectional inference mechanism operates at multiple timescales, each reinforcing the others. At the fast timescale of \term{[[processing]]} (milliseconds), every time a speaker produces or comprehends a count frame, the form--meaning link is activated. \mention{Three dogs} primes the expectation of individuation; individuation primes the expectation of coun ..."
T0059,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,129,error signals,,,,keep,pending,,this_occurrence,,"... . \mention{Three dogs} primes the expectation of individuation; individuation primes the expectation of count morphosyntax. Mismatches~-- \ungram\mention{three furnitures}, say~-- incur processing costs. These costs are \term{[[error signals]]} (Chapter~\ref{ch:stabilizers}): they scream that the coupling has been violated, providing the negative feedback that keeps the basin's edges steep. They feel wrong because they violate entrenched expectations. At the ..."
T0060,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,184,Singular forms,,,,keep,pending,,this_occurrence,,"... ng a noun that reverses the pattern~-- tight without loose~-- would challenge the account. The empirical record, as far as I can determine, contains no such case. Here's the hierarchy, ordered from tightest to loosest. \term{[[Singular forms]]} and \mention{a(n)} are the strictest, requiring the identification of exactly one atomic unit. \term{Low cardinals} like \mention{three} and \mention{five} are similarly precise, requiring exact enumeration. Relaxing th ..."
T0061,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,184,Low cardinals,,,,keep,pending,,this_occurrence,,"... ar as I can determine, contains no such case. Here's the hierarchy, ordered from tightest to loosest. \term{Singular forms} and \mention{a(n)} are the strictest, requiring the identification of exactly one atomic unit. \term{[[Low cardinals]]} like \mention{three} and \mention{five} are similarly precise, requiring exact enumeration. Relaxing the tolerance slightly, \mention{several} requires multiple units but permits approximate quantity. \term{Distributive ..."
T0062,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,184,Distributives,,,,keep,pending,,this_occurrence,,"... erm{Low cardinals} like \mention{three} and \mention{five} are similarly precise, requiring exact enumeration. Relaxing the tolerance slightly, \mention{several} requires multiple units but permits approximate quantity. \term{[[Distributives]]} like \mention{each} require discreteness but not enumeration. Further down, \mention{many} and \mention{few} require only relative magnitude assessment. \term{High round numerals} often function as approximate measures ..."
T0063,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,184,High round numerals,,,,keep,pending,,this_occurrence,,"... tiple units but permits approximate quantity. \term{Distributives} like \mention{each} require discreteness but not enumeration. Further down, \mention{many} and \mention{few} require only relative magnitude assessment. \term{[[High round numerals]]} often function as approximate measures rather than exact counts. Finally, \term{plural agreement} is the most permissive, requiring only a non-singular construal. A noun that loses \mention{several} will already have l ..."
T0064,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,184,plural agreement,,,,keep,pending,,this_occurrence,,"... teness but not enumeration. Further down, \mention{many} and \mention{few} require only relative magnitude assessment. \term{High round numerals} often function as approximate measures rather than exact counts. Finally, \term{[[plural agreement]]} is the most permissive, requiring only a non-singular construal. A noun that loses \mention{several} will already have lost \mention{a(n)} and low cardinals. A noun that retains only plural agreement will have lost eve ..."
T0065,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,351,Bidirectional inference,bidirectional inference,bidirectional inference,,replace_with_canonical,pending,,this_occurrence,,"... erion asks: is the clustering maintained by causal mechanisms, or is it merely a surface pattern that might scatter under perturbation? We've identified the mechanisms: We have identified five interlocking mechanisms. \term{[[Bidirectional inference]]} couples morphosyntax to individuation through a shared semantic variable. \term{Acquisition} transmits this coupling as a unit, as children overgeneralise from one property to the others. \term{Entrenchment} preserves h ..."
T0066,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,351,Acquisition,acquisition,acquisition,,replace_with_canonical,pending,,this_occurrence,,"... ht scatter under perturbation? We've identified the mechanisms: We have identified five interlocking mechanisms. \term{Bidirectional inference} couples morphosyntax to individuation through a shared semantic variable. \term{[[Acquisition]]} transmits this coupling as a unit, as children overgeneralise from one property to the others. \term{Entrenchment} preserves high-frequency patterns as chunks. \term{Institutional norms} stabilize the distribution at th ..."
T0067,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,351,Entrenchment,entrenchment,entrenchment,,replace_with_canonical,pending,,this_occurrence,,"... \term{Bidirectional inference} couples morphosyntax to individuation through a shared semantic variable. \term{Acquisition} transmits this coupling as a unit, as children overgeneralise from one property to the others. \term{[[Entrenchment]]} preserves high-frequency patterns as chunks. \term{Institutional norms} stabilize the distribution at the community level. Finally, \term{functional anchoring} bleeds pressure from intermediate cases like \mention{cattl ..."
T0068,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,351,Institutional norms,,,,keep,pending,,this_occurrence,,"... tion through a shared semantic variable. \term{Acquisition} transmits this coupling as a unit, as children overgeneralise from one property to the others. \term{Entrenchment} preserves high-frequency patterns as chunks. \term{[[Institutional norms]]} stabilize the distribution at the community level. Finally, \term{functional anchoring} bleeds pressure from intermediate cases like \mention{cattle}, allowing them to persist without regularising. This is robust homeo ..."
T0069,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,383,ablation by perturbation,,,,keep,pending,,this_occurrence,,"... ely on natural experiments: languages that \enquote{perturb} the system by packaging the relevant cues differently (see \textcite{doetjes2012} for a typological overview). These cross-linguistic comparisons function as \term{[[ablation by perturbation]]}. Languages don't typically delete a mechanism entirely; they reallocate or reweight it. A caution is required: real cross-linguistic work is messy. Unlike a controlled lab ablation, comparing languages involves multiple ..."
T0070,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,393,collective,,,,keep,pending,,this_occurrence,,"... s count syntax. Welsh offers the evidence. For a large class of nouns~-- specifically those denoting things that naturally occur in groups (animals, vegetables, small objects)~-- the morphologically simple base form is \term{[[collective]]} (conceptually plural). To refer to a single unit, speakers must add a \term{singulative} suffix. For example, \mention{\textit{adar}} means `birds' (collective); \mention{\textit{aderyn}} means `a bird' (singulative). ..."
T0071,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,403,reallocation,,,,keep,pending,,this_occurrence,,"... argumental use. What happens if we remove this reinforcement? The prediction is that the count cluster should either disperse or naturally dissolve, or the functional load should shift to a new location. One outcome is \term{[[reallocation]]}, as seen in Mandarin Chinese. Mandarin lacks obligatory noun number inflection. Without the constant \mention{book}/\mention{books} pulse trained by morphology, the inference engine builds the cluster differently. The f ..."
T0072,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,405,weakening,,,,keep,pending,,this_occurrence,,"... general} classifiers (like \mention{\textit{gè}}) tolerate vague individuation, while specific classifiers demand precise shape properties. The mechanism remains, but the locus of coupling has moved. Another outcome is \term{[[weakening]]}, as argued for Halkomelem (Salish). \textcite{wiltschko2008} argues that in this language, plural marking isn't a functional head but an optional modifier. Speakers can say \mention{three boy} or \mention{three boys} wi ..."
T0073,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,407,null case,,,,keep,pending,,this_occurrence,,"... komelem makes the decision optional. The prediction here is lower projectibility: without the obligatory morphological pulse, the \enquote{count} category should be less cohesive~-- and it's. A third possibility is the \term{[[null case]]}. Some languages are claimed to lack both obligatory number and obligatory classifiers (e.g., Yoruba, Indonesian). These act as the control group. A pure-mechanism view makes a risky prediction: in the absence of \textit ..."
T0074,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,407,transnumeral,,,,keep,pending,,this_occurrence,,"... (e.g., Yoruba, Indonesian). These act as the control group. A pure-mechanism view makes a risky prediction: in the absence of \textit{any} reinforcing mechanism, there should be no rigid count/mass HPC. Nouns should be \term{[[transnumeral]]} (neutral), and semantic boundaries shouldn't predict grammatical behaviour. If these languages turned out to have a rigid, English-style count cluster without the mechanism, the HPC account would be falsified. The disc ..."
T0075,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter09.tex,419,negative projectibility,,,,keep,pending,,this_occurrence,,"... ed. The result is a reordered hierarchy. Because the \enquote{tight} property (numerals) no longer demands high-precision atomic individuation, it becomes \enquote{looser} than it's in English. The failure mode here is \term{[[negative projectibility]]}: the inference \enquote{Accepts Numerals $\to$ Is Atomic Object} becomes unreliable. The disconfirmation condition is simple: if Yudja speakers processed \enquote{three blood} as strictly atomic (coercing it to \enquot ..."
T0076,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter10.tex,58,deitality cluster,,,,keep,pending,,this_occurrence,,"... he capacity to be picked up by a pronoun~-- is a downstream discourse affordance, not a core property. On the morphosyntactic side sits what I'll call the \term{form cluster}~-- or, in terminology we'll earn later, the \term{[[deitality cluster]]}. These are the grammatical properties that travel together in English determiners: resistance to existential \mention{there} under neutral prosody, eligibility as the complement of partitive \mention{of}, and suitabilit ..."
T0077,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter10.tex,361,proper nouns,proper noun,proper noun,,replace_with_canonical,pending,,this_occurrence,,"... proper function (signalling identifiability of an individual) isn't performed; what persists is the form-cluster profile and the slot for domain specification. \subsection{Proper names} Proper names (as distinct from \term{[[proper nouns]]}, Chapter~\ref{ch:lexical-categories}) look like a failure of marking in English. \mention{Kim} and \mention{London} are semantically definite~-- they identify unique, familiar referents~-- but they typically lack form-c ..."
T0078,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter10.tex,363,indexical anchoring,,,,keep,pending,,this_occurrence,,"... naphoric recoverability) without the form-cluster properties. They don't resist existential pivots: \mention{There's a Kim here to see you} is natural. They don't license partitives in the standard way. Or rather, their \term{[[indexical anchoring]]} (Chapter~\ref{ch:stabilizers}) is achieved directly through the label, rendering the deital pointer redundant. The clusters have decoupled in the opposite direction from weak definites. Where weak definites have form w ..."
T0079,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter10.tex,388,dissociated,,,,keep,pending,,this_occurrence,,"... , it can be topicalized, it can be presupposed. The form cluster supports induction too: knowing a determiner is form-cluster lets you predict structural behaviour across contexts. Most importantly, the predictions are \term{[[dissociated]]}. You can know a noun phrase's form-cluster status without knowing its definiteness status~-- and the predictions you make will differ. Weak definites are form-cluster but not definiteness-cluster; proper names are defin ..."
T0080,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter10.tex,419,deital,,,,keep,pending,,this_occurrence,,"... term{[[deital]]ity} as a diagnostic remedy. The term derives from the deictic origins of the cluster: demonstratives grammaticalize into articles, and the distributional profile reflects that deictic source. A determiner is \term{deital} if it shows the form-cluster properties; it's \term{definite} if it contributes definiteness-cluster semantics. The term is ugly~-- methodologically ugly. If it sounds like a minor villain in a low-budget sci-fi, that' ..."
T0081,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter10.tex,419,definite,,,,keep,pending,,this_occurrence,,"... m the deictic origins of the cluster: demonstratives grammaticalize into articles, and the distributional profile reflects that deictic source. A determiner is \term{deital} if it shows the form-cluster properties; it's \term{[[definite]]} if it contributes definiteness-cluster semantics. The term is ugly~-- methodologically ugly. If it sounds like a minor villain in a low-budget sci-fi, that's partly the point. Its unfamiliarity forces a break with the ..."
T0082,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter10.tex,434,architecture,,,,keep,pending,,this_occurrence,,"... he specific determiners~-- is English-specific. It reflects the grammaticalization history of English demonstratives, the selectional restrictions of English constructions, the conventions of English discourse. But the \term{[[architecture]]} generalizes \citep{lyons1999}. Languages with demonstrative-derived articles (French \mention{le}, German \mention{der}, Greek \mention{o}) show similar clusters: partitive restrictions, information-structural constrain ..."
T0083,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter11.tex,46,Noun,noun,noun,,replace_with_canonical,pending,,this_occurrence,,"... ions that keep recurring across the linguistic hierarchy, each with its own diagnostic signature: \begin{itemize} \item \textbf{Robust categories} where multiple mechanisms converge on a thick, projectible cluster. \term{[[Noun]]} and \term{verb} are the paradigm cases~-- the skeletal categories that recur across languages because the discourse tasks they serve (reference and predication) demand them. \item \textbf{Thin classes} where the clu ..."
T0084,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter11.tex,47,Adjective,adjective,adjective,,replace_with_canonical,pending,,this_occurrence,,"... recur across languages because the discourse tasks they serve (reference and predication) demand them. \item \textbf{Thin classes} where the clustering is real but the mechanisms are fewer and less tightly coupled. \term{[[Adjective]]} is the pivotal example: a category in English, with genuine distributional coherence, but one that varies dramatically across languages in its independence and scope~-- a category in some languages, absent in others. ..."
T0085,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter11.tex,48,Adverb,adverb,adverb,,replace_with_canonical,pending,,this_occurrence,,"... but one that varies dramatically across languages in its independence and scope~-- a category in some languages, absent in others. \item \textbf{Fat labels} where a single term obscures multiple unrelated clusters. \term{[[Adverb]]} is the classic case~-- what Quirk called \enquote{the dustbin of the parts of speech}, a class with excellent storage capacity and terrible explanatory power~-- a perfectly good drawer, provided you don't mistake it for ..."
T0086,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter11.tex,48,pronoun,,,,keep,pending,,this_occurrence,,"... irk called \enquote{the dustbin of the parts of speech}, a class with excellent storage capacity and terrible explanatory power~-- a perfectly good drawer, provided you don't mistake it for a theory. And the traditional \term{[[pronoun]]} turns out to be another: a surface-distribution class that masks at least three distinct convergent-evolution stories. \end{itemize} The Wallace epigraph at the head of this chapter is the key. The resemblance of one a ..."
T0087,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter11.tex,87,skeleton,,,,keep,pending,,this_occurrence,,"... s the signature of a robust HPC~-- not a single causal thread but a cable of independent strands, each sufficient to maintain some clustering, collectively sufficient to maintain it all. The metaphor I want here is the \term{[[skeleton]]}. \citet{zimmer2015} observed that sharks and dolphins look strikingly alike~-- streamlined bodies, dorsal fins, tapered snouts~-- despite having diverged hundreds of millions of years ago. The resemblance isn't ancestry ..."
T0088,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter11.tex,108,property-concept,,,,keep,pending,,this_occurrence,,"... like Swahili manage with a small closed set of true adjectives and route most property concepts through relative-clause constructions: `a door which is red' rather than `a red door' \citep[e.g.,][]{schadeberg1992}. The \term{[[property-concept]]} role~-- attributing size, age, colour, value to a referent~-- exists in every language. A dedicated lexical category for doing it does not. Dixon's survey makes a further point that matters for the HPC framework. Even ..."
T0089,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter11.tex,128,thin,,,,keep,pending,,this_occurrence,,"... ; the centre holds. That's the [[thin]]-class signature: shared mechanisms at the core, loosening at the margins. A fat class, by contrast, has no shared mechanisms at all~-- only a shared filing convention. This is what a \term{thin} HPC looks like. The clustering is real~-- in English, knowing that something is an adjective lets you predict a great deal of its syntactic behaviour. But the mechanisms maintaining the cluster are fewer and less tightl ..."
T0090,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,68,personal,,,,keep,pending,,this_occurrence,,"... erarchy} %--- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- The English pro-form gender system is hierarchically organized (Figure~\ref{fig:12:hierarchy}). At the top level, the distinction is between \term{[[personal]]} and \term{non-personal}. Within personal, there's a further split between \term{epicene} (unmarked for sex) and \term{sexual} (masculine/feminine). Within non-personal, productive subtypes include \term{locative} and \t ..."
T0091,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,68,non-personal,,,,keep,pending,,this_occurrence,,"... - --- --- --- --- --- --- --- --- --- --- --- --- --- --- The English pro-form gender system is hierarchically organized (Figure~\ref{fig:12:hierarchy}). At the top level, the distinction is between \term{personal} and \term{[[non-personal]]}. Within personal, there's a further split between \term{epicene} (unmarked for sex) and \term{sexual} (masculine/feminine). Within non-personal, productive subtypes include \term{locative} and \term{temporal}. \begin{f ..."
T0092,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,68,sexual,,,,keep,pending,,this_occurrence,,"... lly organized (Figure~\ref{fig:12:hierarchy}). At the top level, the distinction is between \term{personal} and \term{non-personal}. Within personal, there's a further split between \term{epicene} (unmarked for sex) and \term{[[sexual]]} (masculine/feminine). Within non-personal, productive subtypes include \term{locative} and \term{temporal}. \begin{figure}[htbp] \centering \begin{tikzpicture}[ level distance=1.2cm, sibling distance=3.5cm, every ..."
T0093,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,68,locative,,,,keep,pending,,this_occurrence,,"... etween \term{personal} and \term{non-personal}. Within personal, there's a further split between \term{epicene} (unmarked for sex) and \term{sexual} (masculine/feminine). Within non-personal, productive subtypes include \term{[[locative]]} and \term{temporal}. \begin{figure}[htbp] \centering \begin{tikzpicture}[ level distance=1.2cm, sibling distance=3.5cm, every node/.style={font=\small\scshape}, edge from parent/.style={draw, thick}, level 1/ ..."
T0094,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,68,temporal,,,,keep,pending,,this_occurrence,,"... l} and \term{non-personal}. Within personal, there's a further split between \term{epicene} (unmarked for sex) and \term{sexual} (masculine/feminine). Within non-personal, productive subtypes include \term{locative} and \term{[[temporal]]}. \begin{figure}[htbp] \centering \begin{tikzpicture}[ level distance=1.2cm, sibling distance=3.5cm, every node/.style={font=\small\scshape}, edge from parent/.style={draw, thick}, level 1/.style={sibling dist ..."
T0095,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,253,chain-internal coherence,,,,keep,pending,,this_occurrence,,"... fully acceptable~-- coherent personal and non-personal chains. Examples (\ref{ex:12:dog-chain-c}) and (\ref{ex:12:dog-chain-d}) are degraded~-- the chain starts in one gender and shifts to another mid-sentence. This is \term{[[chain-internal coherence]]}. The constraint isn't absolute~-- discourse can independently reclassify a designatum (personification, stance shift)~-- but absent such cues, speakers prefer consistency within a reference chain. Attested mixed chains ..."
T0096,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,266,default construal,,,,keep,pending,,this_occurrence,,"... ster~-- Theory of Mind operates on them as a package~-- and that the clustering is cognitively basic and socially consequential. Two kinds of personhood construal should be distinguished. In most cases, personhood is a \term{[[default construal]]}: \mention{the doctor} evokes a person without the speaker doing anything special. In others, personhood is \term{locally imposed}: \mention{Who's a good boy?} addressed to a dog requires active construal work. The maint ..."
T0097,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,266,locally imposed,,,,keep,pending,,this_occurrence,,"... o kinds of personhood construal should be distinguished. In most cases, personhood is a \term{default construal}: \mention{the doctor} evokes a person without the speaker doing anything special. In others, personhood is \term{[[locally imposed]]}: \mention{Who's a good boy?} addressed to a dog requires active construal work. The maintenance story tracks both. Defaults are entrenched through ordinary usage; local impositions require discourse cues and carry inter ..."
T0098,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,270,designatum-driven inference,,,,keep,pending,,this_occurrence,,"... nated slots for personal and non-personal reference. (Pro-form is a semantic grouping; what I'm tracking here is its \emph{realization}~-- the specific forms and where they're licensed.) The two clusters are coupled by \term{[[designatum-driven inference]]}. When speakers produce a pro-form, they signal how they're construing the referent. When hearers process a pro-form, they infer the construal. Form cues construal; construal constrains form. This coupling is the categor ..."
T0099,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,279,Cognitive grounding,,,,keep,pending,,this_occurrence,,"... entrenchment, alignment, transmission. That list was explicitly incomplete; no theory of linguistic kinds can enumerate every stabilizing force. For pro-form gender, at least three domain-specific channels are visible. \term{[[Cognitive grounding]]} explains why acquisition succeeds. As noted above (§\ref{sec:12:coupling-subsec}), the person/non-person boundary is mapped onto a pre-existing conceptual distinction that infants acquire before language begins \autocit ..."
T0100,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,281,Semantic transparency,semantic transparency,semantic transparency,,replace_with_canonical,pending,,this_occurrence,,"... t. The empirical footprint: children should produce personal pro-forms for robots and animals that pass Theory-of-Mind tests, and non-personal pro-forms for entities that fail them, even before they can articulate why. \term{[[Semantic transparency]]} explains why transmission preserves the coupling. The mapping from personhood to pro-form is largely predictable: if you know a referent is construed as a person, you can predict the pro-form inventory it will take. Com ..."
T0101,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,281,learnability filtering,,,,keep,pending,,this_occurrence,,"... such mismatches: the \mention{who}/\mention{which} alternation tracks personhood with high fidelity. This transparency means the system can be reconstructed from limited input~-- what Chapter~\ref{ch:stabilizers} called \term{[[learnability filtering]]}. Children acquiring English don't produce the persistent paradigmatic gender-agreement errors characteristic of antecedent-gender languages, though direct acquisition studies of the \mention{who}/\mention{which} contras ..."
T0102,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,283,Alignment and repair,,,,keep,pending,,this_occurrence,,"... he empirical footprint: novel entities (AI assistants, fictional creatures) should be rapidly and consistently assigned pro-forms once their personhood status is pragmatically established, without explicit instruction. \term{[[Alignment and repair]]} explains why the coupling is enforced in real time. Consider a constructed repair: \begin{quote} A: \mention{The new surgeon started today. Is he any good?}\\ B: \mention{\emph{She}. Dr. Patel's a woman.} \end{quote} ..."
T0103,alias_used,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,290,interactive alignment,alignment,alignment,,replace_with_canonical,pending,,this_occurrence,,"... ult; misgendering someone with \mention{he} when \mention{she} is appropriate triggers conversational repair \autocite{mcconnell-ginet2014}. This repair pressure operates through what Chapter~\ref{ch:stabilizers} called \term{[[interactive alignment]]}: interlocutors converge on shared construals, and deviations are corrected. The social stakes amplify the mechanism~-- gender isn't just about communication; it's about recognition. The pressure can also work in revers ..."
T0104,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,307,chain coherence,,,,keep,pending,,this_occurrence,,"... ersonal construal, even when the referent is non-human. \mention{The dog who bit me} doesn't just filter for dogs already construed as persons; it \emph{invites} that construal. This is coupling, not selection. Second, \term{[[chain coherence]]}. If gender were just local presupposition, mixed chains (\mention{who... it}) should be as acceptable as any other presupposition shift within discourse. They aren't. The dispreference for mixed chains is a \emph{system ..."
T0105,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,309,boundary cases tracking the same dimension,,,,keep,pending,,this_occurrence,,"... system-level} constraint~-- it tracks construal stability across the chain, not just satisfaction of local presuppositions. That's the signature of a maintained coupling, not a collection of independent filters. Third, \term{[[boundary cases tracking the same dimension]]}. The boundary cases~-- pets, collectives, infants, robots~-- don't scatter randomly. They cluster along the personhood dimension. If each pro-form had independent presuppositional content, we would expect idiosyncratic ..."
T0106,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,323,designatum-driven,,,,keep,pending,,this_occurrence,,"... ffer not just in their inventories but in \emph{what maintains them}. The contrast between English and French illustrates the extremes; German sits between \autocite{corbett1991,audring2009}. English pro-form gender is \term{[[designatum-driven]]}: the form tracks how the speaker construes the referent. The metonymy example in §\ref{sec:12:designatum} showed this~-- \mention{the French fries... she} is possible because the pro-form follows the conceptualized cust ..."
T0107,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,325,antecedent-driven,,,,keep,pending,,this_occurrence,,"... the pro-form follows the conceptualized customer, not the grammatical antecedent. The system is maintained by a live semantic link: form and meaning travel together because the coupling is transparent. French gender is \term{[[antecedent-driven]]}: the pro-form tracks the grammatical gender of the antecedent NP, regardless of the referent's properties. The same metonymy fails: \ea[*]{\label{ex:12:french-fries}\gll \mention{Les} \mention{frites} \mention{attenden ..."
T0108,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,332,pure entrenchment,,,,keep,pending,,this_occurrence,,"... rence]} \z \noindent The speaker can't use masculine \mention{il} to track a male customer if the antecedent \mention{les frites} is grammatically feminine. The form-meaning link is dead: French gender is maintained by \term{[[pure entrenchment]]}~-- item-by-item memorization of arbitrary noun-class assignments, reinforced by NP-internal concord. German is the hybrid. Nouns carry grammatical gender (\mention{der Tisch} `the table', masculine; \mention{die Lampe} ..."
T0109,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,343,maintenance spectrum,,,,keep,pending,,this_occurrence,,"... rent's natural gender, not the noun's grammatical class. German gender is maintained by \emph{two mechanisms in tension}: entrenchment of noun-class assignment, and semantic override in pronominal anaphora. This is the \term{[[maintenance spectrum]]}. At one end, English: semantically transparent, designatum-driven, clustering held together by a live conceptual distinction. At the other end, French: semantically arbitrary, antecedent-driven, clustering held together ..."
T0110,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,354,scope,,,,keep,pending,,this_occurrence,,"... sex-based contrasts. The personhood partition may be cognitively more basic than the particular morphosyntactic systems that realize it. What's distinctive about English isn't the personhood distinction itself but its \term{[[scope]]}. Because English lacks NP-internal gender agreement, the designatum-driven pathway is unconstrained by formal concord. Speakers can shift a referent's construal without generating agreement violations. The \mention{who} ..."
